"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3417525";"BI 665915";"0";"458.53";"0";"2.78";"BI 665915";"CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1";"% Ctrl";"";"118.0";"%";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4509352";"CDK2(CYCA)_CE Cerep selectivity data (BI)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay technology: lanthanide chelation excitation | Assay type: biochemical | Method: CDK2 (h)  (cycA) (Cerep) | Mode of action: inhibitor | Target type: Kinase under EC2.7";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507276";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 20.0 µM"
"CHEMBL477182";"GW769076X";"0";"454.57";"1";"5.05";"GW769076X";"Cc1ccc(NC(=O)c2ccnc(N3CCCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1";"Inhibition";"'='";"6.44";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL237347";"GW559768X";"0";"328.39";"0";"3.40";"GW559768X";"Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12";"Inhibition";"'='";"2.82";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962020";"GSK_PKIS: CDK2/cyclinA mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909395";"GW633459A";"0";"679.60";"2";"7.57";"GW633459A";"Cl.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1";"Inhibition";"'='";"5.45";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794058";"GW278681X";"0";"329.38";"0";"2.46";"GW278681X";"CS(=O)(=O)Nc1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1";"Inhibition";"'='";"21.97";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909372";"GW700494A";"0";"622.07";"2";"6.21";"GW700494A";"CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1.Cl";"Inhibition";"'='";"5.29";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1789963";"GW406108X";"0";"400.22";"1";"5.02";"GW406108X";"O=C1Nc2ccc(C(=O)c3ccco3)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1";"Inhibition";"'='";"4.71";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL365286";"GW549034X";"0";"229.24";"0";"1.69";"GW549034X";"CCn1c(-c2nonc2N)nc2ccccc21";"Inhibition";"'='";"1.38";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL237571";"";"0";"483.59";"1";"5.69";"SB-633825";"COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)(=O)=O)cc4C)n3C)ccc2c1";"Inhibition";"'='";"-7.25";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL374060";"GW439255X";"0";"325.41";"0";"4.53";"GW439255X";"Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)OC(C)(C)C)c1";"Inhibition";"'='";"2.66";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL4518287";"";"0";"413.50";"0";"3.97";"NU-6300";"C=CS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1";"Kd";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"14.23";"0.28";"1.92";"5.36";"False";"CHEMBL4408800";"Binding affinity to CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406837";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL1979057";"";"0";"340.39";"0";"4.22";"SID103905248";"O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3[nH]2)cc1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1982465";"";"0";"497.62";"1";"5.18";"SID103904307";"Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1999774";"";"0";"336.78";"0";"1.37";"SID103905288";"Cc1c(Cl)c(N2CCC(CN)C2)nc2[nH]cc(C(=O)O)c(=O)c12";"Ki";"'='";"7943.28";"nM";"5.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1973395";"";"0";"294.36";"0";"2.59";"SID103904214";"OC1CCN(c2ncnc3[nH]cc(-c4ccccc4)c23)CC1";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1971801";"";"0";"212.21";"0";"1.79";"SID103904714";"O=C1Nc2ccccc2Nc2nnccc21";"Ki";"'='";"2511.89";"nM";"5.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2001477";"";"0";"303.37";"0";"3.46";"SID103904571";"NC(=O)c1ccc(-c2ccncc2)cc1NCc1ccccc1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1173055";"RUCAPARIB";"4";"323.37";"0";"2.98";"SID103905261";"CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1968590";"";"0";"380.50";"0";"4.22";"SID103905091";"CNC(=O)C=Cc1cnc(N)c2c(-c3ccc4sc(C)nc4c3)csc12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1983006";"";"0";"347.72";"0";"2.35";"SID103904900";"COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1988437";"";"0";"386.48";"0";"4.64";"SID103905539";"CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1";"Ki";"'='";"7943.28";"nM";"5.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1996817";"";"0";"267.33";"0";"3.80";"SID103904502";"CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12";"Ki";"'='";"158.49";"nM";"6.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL271381";"";"0";"453.30";"1";"5.49";"SID103904335";"COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1969042";"";"0";"359.39";"0";"4.60";"SID103905578";"Oc1ccc(Nc2[nH]nc(-c3ccc(O)cc3)c2-c2ccc(O)cc2)cc1";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1985566";"";"0";"560.65";"2";"6.20";"SID103904723";"COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1CC#N";"Ki";"'='";"5011.87";"nM";"5.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1972119";"";"0";"417.39";"0";"4.13";"SID103904895";"O=C(Nc1cccc(N2CCOCC2)n1)Nc1ccnc2c(C(F)(F)F)cccc12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1970821";"";"0";"316.79";"0";"3.46";"SID103904257";"OCCCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1";"Ki";"'='";"125.89";"nM";"6.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL388978";"STAUROSPORINE";"0";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Inhibition";"'='";"-100.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3616090";"Inhibition of CDK2 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611967";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL1945559";"";"0";"363.25";"0";"2.96";"20";"Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1947841";"Inhibition of CDK2 using ATP as substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944596";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL372474";"GW678313X";"0";"452.51";"1";"5.69";"GW678313X";"CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccc4F)c3)o2)c1";"Inhibition";"'='";"3.78";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL3634037";"";"0";"464.57";"1";"5.02";"DPIT";"Cc1[nH]c2c(c1C1(C)NC3=C(C(=O)CC(c4ccccc4)C3)C1=O)C(=O)CC(c1ccccc1)C2";"Inhibition";"";"";"%";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3636423";"Inhibition of CDK2 phosphorylation in HEK293T cells at 100 uM after 24 hrs by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632525";"1";"Scientific Literature";"MedChemComm";"2015";"CHEMBL3706569";""
"CHEMBL3648084";"";"0";"500.42";"1";"4.17";"BDBM100893";"CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1";"IC50";"'='";"9.0";"nM";"8.05";"";"218087";"UO_0000065";"16.08";"0.37";"3.88";"6.40";"False";"CHEMBL3705313";"Kinase Assay: Kinase assay using either CDK1, CDK2 or VEGFR-2.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638817";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL362155";"GW827102X";"0";"490.45";"1";"5.39";"GW827102X";"FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1";"Inhibition";"'='";"0.77";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL458438";"GSK-1511931A";"0";"508.63";"2";"5.53";"GSK1511931A";"COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1";"Inhibition";"'='";"2.69";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL160876";"";"0";"377.18";"0";"3.17";"SB-360741";"O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1";"Inhibition";"'='";"-0.37";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL260417";"";"0";"373.21";"0";"3.44";"SB-725317";"O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1";"Inhibition";"'='";"107.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL273564";"GW795493X";"0";"413.36";"1";"5.13";"GW795493X";"Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12";"Inhibition";"'='";"8.86";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL3401976";"";"0";"435.37";"0";"3.44";"3";"O=P(O)(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F";"Ki";"'>'";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3405459";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399966";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3401990";"";"0";"433.48";"0";"3.31";"17, mixture of stereoisomers";"CS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F";"Ki";"'>'";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3405459";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399966";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL1895450";"GSK-2220400A";"0";"529.61";"1";"3.05";"GSK2220400A";"CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12";"Inhibition";"'='";"7.73";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL230592";"GSK-635416A";"0";"453.54";"0";"3.89";"GSK635416A";"CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N";"Inhibition";"'='";"1.91";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL268885";"GSK-711701A";"0";"416.89";"0";"3.43";"GSK711701A";"COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1";"Inhibition";"'='";"3.62";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
